測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番6,均平度,1452,1449
No.2,整地工田番6,均平度,1452,1460
No.3,整地工田番6,均平度,1452,1445
No.4,整地工田番6,均平度,1452,1444
No.5,整地工田番6,均平度,1452,1455
No.6,整地工田番6,均平度,1452,1451
No.7,整地工田番6,均平度,1452,1460
No.8,整地工田番6,均平度,1452,1448
No.9,整地工田番6,均平度,1452,1462
No.10,整地工田番6,均平度,1452,1450
