測点,工種名,測定項目,設計値,実測値1
No.1,整地仕上げ均平度田番10,均平度,1467,1464
No.2,整地仕上げ均平度田番10,均平度,1467,1464
No.3,整地仕上げ均平度田番10,均平度,1467,1474
No.4,整地仕上げ均平度田番10,均平度,1467,1466
No.5,整地仕上げ均平度田番10,均平度,1467,1463
No.6,整地仕上げ均平度田番10,均平度,1467,1465
No.7,整地仕上げ均平度田番10,均平度,1467,1469
No.8,整地仕上げ均平度田番10,均平度,1467,1473
No.9,整地仕上げ均平度田番10,均平度,1467,1469
No.10,整地仕上げ均平度田番10,均平度,1467,1466
No.11,整地仕上げ均平度田番10,均平度,1467,1474
