測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番3,均平度,1461,1479
No.2,整地工田番3,均平度,1461,1452
No.3,整地工田番3,均平度,1461,1453
No.4,整地工田番3,均平度,1461,1476
No.5,整地工田番3,均平度,1461,1451
No.6,整地工田番3,均平度,1461,1451
No.7,整地工田番3,均平度,1461,1478
No.8,整地工田番3,均平度,1461,1457
No.9,整地工田番3,均平度,1461,1458
No.10,整地工田番3,均平度,1461,1466
No.11,整地工田番3,均平度,1461,1461
No.12,整地工田番3,均平度,1461,1450
No.13,整地工田番3,均平度,1461,1470
No.14,整地工田番3,均平度,1461,1455
No.15,整地工田番3,均平度,1461,1473
No.16,整地工田番3,均平度,1461,1451
