測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番3,厚さ,300,300
No.2,整地工田番3,厚さ,300,
No.3,整地工田番3,厚さ,300,
No.4,整地工田番3,厚さ,300,
No.5,整地工田番3,厚さ,300,
No.6,整地工田番3,厚さ,300,
No.7,整地工田番3,厚さ,300,
No.8,整地工田番3,厚さ,300,
No.9,整地工田番3,厚さ,300,
No.10,整地工田番3,厚さ,300,
No.11,整地工田番3,厚さ,300,
No.12,整地工田番3,厚さ,300,
No.13,整地工田番3,厚さ,300,
No.14,整地工田番3,厚さ,300,
No.15,整地工田番3,厚さ,300,
No.16,整地工田番3,厚さ,300,
