測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番8,均平度,1399,1409
No.2,整地工田番8,均平度,1399,1396
No.3,整地工田番8,均平度,1399,1391
No.4,整地工田番8,均平度,1399,1406
No.5,整地工田番8,均平度,1399,1395
No.6,整地工田番8,均平度,1399,1399
No.7,整地工田番8,均平度,1399,1399
No.8,整地工田番8,均平度,1399,1397
No.9,整地工田番8,均平度,1399,1393
No.10,整地工田番8,均平度,1399,1407
