測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番2,均平度,1401,1397
No.2,整地工田番2,均平度,1401,1406
No.3,整地工田番2,均平度,1401,1394
No.4,整地工田番2,均平度,1401,1402
No.5,整地工田番2,均平度,1401,1409
