測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番15,均平度,1341,1340
No.2,整地工田番15,均平度,1341,1346
No.3,整地工田番15,均平度,1341,1344
No.4,整地工田番15,均平度,1341,1338
No.5,整地工田番15,均平度,1341,1333
No.6,整地工田番15,均平度,1341,1346
No.7,整地工田番15,均平度,1341,1335
No.8,整地工田番15,均平度,1341,1345
No.9,整地工田番15,均平度,1341,1347
No.10,整地工田番15,均平度,1341,1343
No.11,整地工田番15,均平度,1341,1341
No.12,整地工田番15,均平度,1341,1344
