測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番14,均平度,1380,1382
No.2,整地工田番14,均平度,1380,1378
No.3,整地工田番14,均平度,1380,1385
No.4,整地工田番14,均平度,1380,1377
No.5,整地工田番14,均平度,1380,1384
No.6,整地工田番14,均平度,1380,1372
No.7,整地工田番14,均平度,1380,1373
No.8,整地工田番14,均平度,1380,1386
No.9,整地工田番14,均平度,1380,1382
No.10,整地工田番14,均平度,1380,1389
No.11,整地工田番14,均平度,1380,1381
