測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番18,均平度,1389,1390
No.2,整地工田番18,均平度,1389,1382
No.3,整地工田番18,均平度,1389,1400
No.4,整地工田番18,均平度,1389,1389
No.5,整地工田番18,均平度,1389,1391
No.6,整地工田番18,均平度,1389,1386
No.7,整地工田番18,均平度,1389,1385
No.8,整地工田番18,均平度,1389,1390
No.9,整地工田番18,均平度,1389,1395
No.10,整地工田番18,均平度,1389,1386
No.11,整地工田番18,均平度,1389,1400
No.12,整地工田番18,均平度,1389,1395
No.13,整地工田番18,均平度,1389,1389
No.14,整地工田番18,均平度,1389,1386
No.15,整地工田番18,均平度,1389,1382
No.16,整地工田番18,均平度,1389,1390
