測点,工種名,測定項目,設計値,実測値1
No.1,整地工田番17,均平度,1433,1441
No.2,整地工田番17,均平度,1433,1438
No.3,整地工田番17,均平度,1433,1436
No.4,整地工田番17,均平度,1433,1437
No.5,整地工田番17,均平度,1433,1433
No.6,整地工田番17,均平度,1433,1436
No.7,整地工田番17,均平度,1433,1435
No.8,整地工田番17,均平度,1433,1422
No.9,整地工田番17,均平度,1433,1440
No.10,整地工田番17,均平度,1433,1419
No.11,整地工田番17,均平度,1433,1427
No.12,整地工田番17,均平度,1433,1436
No.13,整地工田番17,均平度,1433,1439
No.14,整地工田番17,均平度,1433,1435
